PersonName,Country,Discipline
CLARK Tamara,United States of America,Athletics
CLARK Zoey,Great Britain,Athletics
CLARKE Amya,Saint Kitts and Nevis,Athletics
CLARKE Cheavon,Great Britain,Boxing
CLARKE Dominic,Australia,Trampoline Gymnastics
CLARKE Frazer,Great Britain,Boxing
CLARKE Matthew,Australia,Athletics
CLAUDINHO,Brazil,Football
CLAVER Victor,Spain,Basketball
CLAXTON Jane-Anne,Australia,Hockey
CLAY Liz,Australia,Athletics
CLEARY Jack,Australia,Rowing
CLEIRIGH BUTTNER Siofra,Ireland,Athletics
CLEMONS Christina,United States of America,Athletics
CLERGET Axel,France,Judo
CLEVENOT Trevor,France,Volleyball
CLEVERING Ymkje,Netherlands,Rowing
CLEVERLEY Daisy,New Zealand,Football
CLIFTON Tuva'a,Samoa,Canoe Sprint
CLOUVEL Elodie,France,Modern Pentathlon
COATANEA Pauline,France,Handball
COBAN Merve,Turkey,Karate
COBURN Emma,United States of America,Athletics
COCIORAN Marius Iulian,Romania,Athletics
COCIU Daniela,Republic of Moldova,Canoe Sprint
COCKRELL Anna,United States of America,Athletics
COCUZZI Luiz Henrique,Brazil,Cycling Mountain Bike
COELHO Ygor,Brazil,Badminton
COETZE Pieter,South Africa,Swimming
COFFEY Olivia,United States of America,Rowing
COGGINS Oscar,"Hong Kong, China",Triathlon
COHEN Adva,Israel,Athletics
COHEN Gili,Israel,Judo
COHEN GROUMI Gal,Israel,Swimming
COHEN Yoav,Israel,Sailing
COLACI Massimo,Italy,Volleyball
COLAK Ibrahim,Turkey,Artistic Gymnastics
COLEBROOKE Samson,Bahamas,Athletics
COLEMAN Michelle,Sweden,Swimming
COLEMAN Nathaniel,United States of America,Sport Climbing
COLES Laura,Australia,Shooting
COLIN Louis Richarno,Mauritius,Boxing
COLLARD Maxime,France,Equestrian
COLLEDANI Nadir,Italy,Cycling Mountain Bike
COLLETT Laura,Great Britain,Equestrian
COLLEY Shay,Canada,Basketball
COLLIER Dylan,New Zealand,Rugby Sevens
COLLIER Elise,Australia,Shooting
COLLIER Napheesa,United States of America,Basketball
COLLINS John,Great Britain,Rowing
COLMAN Samy,Morocco,Equestrian
COLOMBATTO Santiago,Argentina,Football
COLOMBO Filippo,Switzerland,Cycling Mountain Bike
COLOMBOTTO ROSSO Lucrezia,Italy,Golf
COLTHRUST Adell,Trinidad and Tobago,Athletics
COMPAORE Benjamin,France,Athletics
CONDE Maria,Spain,Basketball
CONDIE Kyra,United States of America,Sport Climbing
CONDORELLI Santo,Italy,Swimming
CONINX Dorian,France,Triathlon
CONNERS Corey,Canada,Golf
CONNOR Ben,Great Britain,Athletics
CONNOR Isabelle,United States of America,Rhythmic Gymnastics
CONRADIE Pieter,South Africa,Athletics
CONROY Jordan,Ireland,Rugby Sevens
CONSOLINI Chiara,Italy,3x3 Basketball
CONSONNI Simone,Italy,Cycling Track
CONSTANTINE Kyra,Canada,Athletics
CONSTIEN Valerie,United States of America,Athletics
CONTE Aissata Denn,Guinea,Athletics
CONTE Facundo,Argentina,Volleyball
CONTRERAS Isabel,Spain,Canoe Sprint
CONYEDO RUANO Abraham de Jesus,Italy,Wrestling
COOK Oliver,Great Britain,Rowing
COOK Tamsin,Australia,Swimming
COOKE Aoife,Ireland,Athletics
COOKE James,Great Britain,Modern Pentathlon
COOMBES Alec,Great Britain,Rugby Sevens
COONEY-CROSS Kyra,Australia,Football
COOPER Abbey,United States of America,Athletics
COOPER Anton,New Zealand,Cycling Mountain Bike
COOPER Isaac,Australia,Swimming
COOPER Lacarthea,Bahamas,Athletics
COPELLO Yasmani,Turkey,Athletics
COPPELL Harry,Great Britain,Athletics
COPPONI Clara,France,Cycling Track
COQUILLARD Andre Jin,Republic of Korea,Rugby Sevens
CORBETT Kaylene,South Africa,Swimming
CORCHETE Luis Manuel,Spain,Athletics
CORDON Kevin,Guatemala,Badminton
CORDOVA Sebastian,Mexico,Football
CORIA Federico,Argentina,Tennis
CORMENIER Carole,France,Shooting
CORMONT Ethan,France,Athletics
CORNELIE Petr,France,Basketball
CORNET Alize,France,Tennis
CORRAL Daniel,Mexico,Artistic Gymnastics
CORRALES RODAL Rodrigo,Spain,Handball
CORREA Ana Beatriz,Brazil,Volleyball
CORREA Matheus,Brazil,Athletics
CORREIA De SOUZA Douglas,Brazil,Volleyball
CORRIGAN Liam,United States of America,Rowing
CORTES JUNCOSA Francisco,Spain,Hockey
COSCORAN Andrew,Ireland,Athletics
COSNEFROY Benoit,France,Cycling Road
COSSER Christopher,South Africa,Sport Climbing
COSTA BIONDI Valentina Isabel,Argentina,Hockey
COSTA Catarina,Portugal,Judo
COSTA Chiara,Senegal,Shooting
COSTA Diogo,Portugal,Sailing
COSTA Guilherme,Brazil,Swimming
COSTA Jose,Portugal,Sailing
COSTA Pedro,Portugal,Sailing
COSTA Thalia,Brazil,Rugby Sevens
COSTEA Bianca-Andreea,Romania,Swimming
COSTELLO Amy Ewart,Great Britain,Hockey
COTE Andree-Anne,Canada,Artistic Swimming
COUCKUYT Paulien,Belgium,Athletics
COUGHLAN Aoife,Australia,Judo
COURNOYER Rene,Canada,Artistic Gymnastics
COURTNEY Kate,United States of America,Cycling Mountain Bike
COUTINHO Geisa Aparecida,Brazil,Athletics
COUZY Melanie,France,Shooting
COWARD HOLLEY Matthew John,Great Britain,Shooting
COWARD Josh,Australia,Rugby Sevens
COX Bronwyn,Australia,Rowing
COX Michelle,Australia,Baseball/Softball
COXSEY Shauna,Great Britain,Sport Climbing
COYLE Natalya,Ireland,Modern Pentathlon
COZMIUC Ionela,Romania,Rowing
COZMIUC Marius,Romania,Rowing
CRACKLES Fiona Anne,Great Britain,Hockey
CRADDOCK Lawson,United States of America,Cycling Road
CRAFT Shanice,Germany,Athletics
CRAIG Emily,Great Britain,Rowing
CRAIG Thomas William,Australia,Hockey
CRANNY Elise,United States of America,Athletics
CRAVIOTTO Saul,Spain,Canoe Sprint
CREED Brendan William John,Great Britain,Hockey
CREMEN Margaret,Ireland,Rowing
CRESCENZO Angelo,Italy,Karate
CRESTAN Eliott,Belgium,Athletics
CREVAR Anja,Serbia,Swimming
CREVIER Axelle,Canada,Water Polo
CRIPPA Yemaneberhan,Italy,Athletics
CRISCIO Martina,Italy,Fencing
CRISOSTOMO Cristopher,Dominican Republic,Baseball/Softball
CROENEN Louis,Belgium,Swimming
CROMWELL Tiffany,Australia,Cycling Road
CRONIN Caitlin,Australia,Rowing
CROOKS Jillian,Cayman Islands,Swimming
CROON Jorrit,Netherlands,Hockey
CROTHERS William,Canada,Rowing
CROUSER Ryan,United States of America,Athletics
CROVETTO CHADID Francisca,Chile,Shooting
CROWLEY Aileen,Ireland,Rowing
CRUMPTON Nathan,American Samoa,Athletics
CRUYSBERGHS Axel,Belgium,Skateboarding
CRUZ Amado,Belize,Canoe Sprint
CRUZ Andy,Cuba,Boxing
CRUZ SANDOVAL Brianda Tamara,Mexico,Boxing
CRVENDAKIC Aleksandra,Serbia,Basketball
CSEH Laszlo,Hungary,Swimming
CSERNOVICZKI Eva,Hungary,Judo
CSIPES Tamara,Hungary,Canoe Sprint
CSIZMADIA Kolos,Hungary,Canoe Sprint
CUASPUD Marcela,Ecuador,Modern Pentathlon
CUBELOS Francisco,Spain,Canoe Sprint
CUCKOVIC Uros,Montenegro,Water Polo
CUCURELLA Marc,Spain,Football
CUDINOVIC Gennadij,Germany,Wrestling
CUELLO Mirco Jehiel,Argentina,Boxing
CUI Lihong,People's Republic of China,Athletics
CUI Qiuxia,People's Republic of China,Hockey
CUI Xiaotong,People's Republic of China,Rowing
CUIC Claudia,Romania,3x3 Basketball
CUJEAN Lucien,Switzerland,Sailing
CULLELL ESTAPE Jofre,Spain,Cycling Mountain Bike
CULLHAJ Indrit,Albania,Judo
CULVER Trey,United States of America,Athletics
CUMBO Hugo,Vanuatu,Judo
CUMMINGS JR Clarence,United States of America,Weightlifting
CUNHA Matheus,Brazil,Football
CUNNINGHAM Gabriele,United States of America,Athletics
CUNNINGHAM Trey,United States of America,Athletics
CUNNINGHAM Vashti,United States of America,Athletics
CUPIDO Luca,United States of America,Water Polo
CURATOLI Luca,Italy,Fencing
CURRAN Taylor Westermark,Canada,Hockey
CURRY Scott,New Zealand,Rugby Sevens
CURZAN Claire,United States of America,Swimming
CUSINATO Ilaria,Italy,Swimming
CUTRO-KELLY Nina,United States of America,Judo
CYBULSKA Malgorzata,Poland,Equestrian
CYSIQUE Sarah Leonie,France,Judo
CZAJA Dominik,Poland,Rowing
CZERNIAK Konrad,Poland,Swimming
CZYKIER Damian,Poland,Athletics
D ALIE Raelin,Italy,3x3 Basketball
D'AGOSTINO Nicholas,Australia,Football
D'ALMEIDA Marcus,Brazil,Archery
D'AMATO Asia,Italy,Artistic Gymnastics
D'AMOUR Nicholas,"Virgin Islands, US",Archery
D'HOORE Jolien,Belgium,Cycling Track
da CONCEICAO TRISTE Buly,Sao Tome and Principe,Canoe Sprint
da COSTA Steven,France,Karate
da ROCHA Dayane,Brazil,Handball
da ROSA Rangel,Brazil,Handball
da SILVA Ana Carolina,Brazil,Volleyball
da SILVA Chayenne,Brazil,Athletics
da SILVA COSTA Thalita,Brazil,Rugby Sevens
da SILVA Daniel Chaves,Brazil,Athletics
da SILVA FERREIRA Aline,Brazil,Wrestling
da SILVA Izabela,Brazil,Athletics
da SILVA Myriam,Canada,Boxing
da SILVA Tatiane Raquel,Brazil,Athletics
da SILVA VIEGAS Jose Joao,Democratic Republic of Timor-Leste,Swimming
DABA Tejitu,Bahrain,Athletics
DABILA Kouadio-Yves,Côte d'Ivoire,Football
DABLA Fabrice,Togo,Athletics
DABOVIC Ana,Serbia,Basketball
DABROWSKI Gabriela,Canada,Tennis
DACRES Fedrick,Jamaica,Athletics
DADIC Ivona,Austria,Athletics
DAFFARN Luc,South Africa,Rowing
DAFFINRUD Tonje Frydenberg,Norway,Golf
DAGHFOUS Yasmine,Tunisia,Fencing
DAHLBERG Anton,Sweden,Sailing
DAHLKEMPER Abby,United States of America,Football
DAHOUK Muna,Refugee Olympic Team,Judo
DAJOMES BARRERA Neisi Patricia,Ecuador,Weightlifting
DAKE Kyle Douglas,United States of America,Wrestling
DAKHLAOUI Haithem,Tunisia,Wrestling
DAKIN Sam,New Zealand,Cycling Track
DAL MOLIN Paolo,Italy,Athletics
DALALOYAN Artur,ROC,Artistic Gymnastics
DALEY Thomas,Great Britain,Diving
DALGATOVA Saadat,ROC,Boxing
DALHAUSSER Philip,United States of America,Beach Volleyball
DALLMAN-WEISS Lara,United States of America,Sailing
DALY Nicola,Ireland,Hockey
DALY Rachel,Great Britain,Football
DANANI Santiago,Argentina,Volleyball
DANCETTE Blandine,France,Handball
DANESI Anna,Italy,Volleyball
DANIEL Benjamin,South Africa,Sailing
DANIEL Rahel,Eritrea,Athletics
DANIEL Taro,Japan,Tennis
DANIELL Marcus,New Zealand,Tennis
DANIELS Cathal,Ireland,Equestrian
DANIELS Haley,Canada,Canoe Slalom
DANIELS Teahna,United States of America,Athletics
DANILENKO Dmitriy,ROC,Fencing
DANILOVA Iana,ROC,Rugby Sevens
DANO Nina,Sweden,Handball
DANSOU Marc Pascal Pierre,Benin,Swimming
DANTE Djenebou,Mali,Athletics
DANYLENKO Danylo,Ukraine,Athletics
DARCHINYAN Arman,Armenia,Boxing
DARDIS Billy,Ireland,Rugby Sevens
DARIES Naveen,South Africa,Artistic Gymnastics
DARJ Max,Sweden,Handball
DARLEUX Cleopatre,France,Handball
DARMANIN Lisa,Australia,Sailing
DARQUEA IBARRA Daniela Magdalena,Ecuador,Golf
DARSIGNY Tali,Canada,Weightlifting
DARWISH Ramadan,Egypt,Judo
DAS Atanu,India,Archery
DASCALU Vlad,Romania,Cycling Mountain Bike
DASHDAVAA Amartuvshin,Mongolia,Judo
DASHTI Lara,Kuwait,Swimming
DATUNASHVILI Zurabi,Serbia,Wrestling
DAUBE Hannes,United States of America,Water Polo
DAUDET Joris,France,Cycling BMX Racing
DAUMONT Paul,Burkina Faso,Cycling Road
DAUSER Lukas,Germany,Artistic Gymnastics
DAVARPANAH Saeid,Islamic Republic of Iran,Basketball
DAVEY Tarryn,New Zealand,Hockey
DAVID Areneo,Malawi,Archery
DAVID Cergia,Honduras,Judo
DAVID Yanis Esmeralda,France,Athletics
DAVIDOVICH FOKINA Alejandro,Spain,Tennis
DAVIDS Angelo,South Africa,Rugby Sevens
DAVIDS Selvyn,South Africa,Rugby Sevens
DAVIDS Zain,South Africa,Rugby Sevens
DAVIDSON Madaline,New Zealand,Trampoline Gymnastics
DAVIDSON Tierna,United States of America,Football
DAVIES Frances,New Zealand,Hockey
DAVIES Rose,Australia,Athletics
DAVIES Sarah,Great Britain,Weightlifting
DAVIS Alex,Great Britain,Rugby Sevens
DAVIS Keyshawn,United States of America,Boxing
DAVIS Leo,South Africa,Sailing
DAVIS Stephanie,Great Britain,Athletics
DAVIS Tara,United States of America,Athletics
DAVISON Benjamin,United States of America,Rowing
DAVOUDI Ali,Islamic Republic of Iran,Weightlifting
DAVTYAN Artur,Armenia,Artistic Gymnastics
DAVYDOVA Daria,ROC,Judo
DAWSON Angus,Australia,Rowing
DAWSON Erica,New Zealand,Sailing
DAWSON Jacob,Great Britain,Rowing
DAWSON Kathleen,Great Britain,Swimming
DAWSON Matthew,Australia,Hockey
DAY Noelani Malia,Tonga,Swimming
DAY Riley,Australia,Athletics
DAYAN Ofir,Israel,Rhythmic Gymnastics
DAYIBEKOVA Zaynab,Uzbekistan,Fencing
de ALMEIDA PAULA Paulo Roberto,Brazil,Athletics
de ARAUJO Tamires,Brazil,Handball
de ARRUDA Renata,Brazil,Handball
de BEVER ELLIOT McKenna,Peru,Swimming
de BOD Stefan,South Africa,Cycling Road
de BOER Thom,Netherlands,Swimming
de BROUWER Bregje,Netherlands,Artistic Swimming
de CECCO Luciano,Argentina,Volleyball
de COLO Nando,France,Basketball
de COSTER Gabriel,Belgium,Canoe Slalom
de DEUS Felisberto,Democratic Republic of Timor-Leste,Athletics
de DEUS Leonardo,Brazil,Swimming
de FILIPPIS Mauro,Italy,Shooting
de FREITAS Mya,St Vincent and the Grenadines,Swimming
de GENNARO Giovanni,Italy,Canoe Slalom
de GENNARO Monica,Italy,Volleyball
de GEUS Jonas,Netherlands,Hockey
de GEUS Lilian,Netherlands,Sailing
de GOEDE Eva Roma Maria,Netherlands,Hockey
de GRAAF Sander,Netherlands,Rowing
de GRASSE Andre,Canada,Athletics
de HAITRE Vincent,Canada,Cycling Track
de JESUS dos SANTOS Melanie,France,Artistic Gymnastics
de JONG Roos,Netherlands,Rowing
de JONGE Mark,Canada,Canoe Sprint
de KERPEL Nicolas,Belgium,Hockey
de la CRUZ BAEZ Alexy Miguel,Dominican Republic,Boxing
de la CRUZ CAPANI Jovana,Peru,Athletics
de la CRUZ de PENA Bethania,Dominican Republic,Volleyball
de la CRUZ Eglys Yahima,Cuba,Shooting
DE LA FUENTE Hernan,Argentina,Football
DE LA VEGA Pedro,Argentina,Football
de LANGE Tristan,Namibia,Cycling Road
de LIEDEKERKE-MEIER Lara,Belgium,Equestrian
de LIMA Jucilene Sales,Brazil,Athletics
de LOOF Catie,United States of America,Swimming
de los SANTOS NUNEZ Leonel,Dominican Republic,Boxing
de LUCA Marco,Italy,Athletics
de MARTE Jonathan,Israel,Baseball/Softball
de MOL Joep Paul Eric,Netherlands,Hockey
de MORAIS Andressa,Brazil,Athletics
de NICOLO Marco,Italy,Shooting
de NUTTE Sarah,Luxembourg,Table Tennis
de OLIVEIRA SAAD GATTAZ Caroline,Brazil,Volleyball
de OLIVEIRA Wanderson,Brazil,Boxing
de PAULA PESSOA Rodrigo,Brazil,Equestrian
de ROEY Manon,Belgium,Golf
de SLOOVER Arthur Anne-Marie Thierr,Belgium,Hockey
de SMEDT Jarno,Belgium,Archery
de SOUZA FERREIRA Alessandro,Peru,Shooting
De SOUZA Mauricio Luiz,Brazil,Volleyball
De SOUZA Wallace,Brazil,Volleyball
de TORO DOMINGUEZ Miguel,Spain,Water Polo
de TULLIO Marco,Italy,Swimming
de VELASCO Ines,Spain,Archery
de VRIES Monique,Australia,Sailing
de VYLDER Lindsay,Belgium,Cycling Track
de WAARD Maaike,Netherlands,Swimming
de WAARD Xan Gerdien,Netherlands,Hockey
de WIJN Sander Sebastiaan Robert,Netherlands,Hockey
de WIT Frank,Netherlands,Judo
de WITTE Laura,Netherlands,Athletics
de WITTE Lisanne,Netherlands,Athletics
DEACONU Ronaldo,Romania,Football
DEAN Anthony,Australia,Cycling BMX Racing
DEAN Clark,United States of America,Rowing
DEAN Tom,Great Britain,Swimming
DEARING Alice,Great Britain,Marathon Swimming
DEBESAY Mosana,Eritrea,Cycling Road
DEBINHA,Brazil,Football
DEBJANI Ismael,Belgium,Athletics
DEBUES-STAFFORD Gabriela,Canada,Athletics
DECAS Wesly,Honduras,Football
DeCHAMBEAU Bryson,United States of America,Golf
DECHASA Shumi,Bahrain,Athletics
DECK Gabriel,Argentina,Basketball
DECSI Tamas,Hungary,Fencing
DEDE Bruno,Japan,Athletics
DEDOVIC Nikola,Serbia,Water Polo
DEDU Georgiana,Romania,Rowing
DEELTSTRA Andrea,Netherlands,Athletics
DEENOI Nawamin,Thailand,Rowing
DEETLEFS Lisa-Marie,South Africa,Hockey
DEFAY Johanne,France,Surfing
DEFAZIO ABELLA Pablo,Uruguay,Sailing
DEGN Malene,Denmark,Cycling Mountain Bike
DEIDDA Francesca,Italy,Artistic Swimming
DEIGNAN Elizabeth,Great Britain,Cycling Road
DEKHA Iryna,Ukraine,Weightlifting
DEKKER Anouk,Netherlands,Football
del BUONO Federica,Italy,Athletics
Del LUNGO Marco,Italy,Water Polo
del PONTE Ajla,Switzerland,Athletics
del REAL Diego,Mexico,Athletics
del TORO CARVAJAL Maylin,Cuba,Judo
del VALLE QUIRARTE Martha Fernanda,Mexico,Equestrian
DELACOUR Perrine,France,Golf
DELACRUZ Jourdan Elizabeth,United States of America,Weightlifting
DELAERE Antonia,Belgium,Basketball
DELAPIERRE Quentin,France,Sailing
DELARZE Barnabe,Switzerland,Rowing
DELAS de ANDRES Miguel,Spain,Hockey
DELAUNAY Eric,France,Shooting
DELESTRE Simon,France,Equestrian
DELFOUR Lucien,Australia,Canoe Slalom
DELGADILLO Daniel,Mexico,Marathon Swimming
DELGADO Angelica,United States of America,Judo
DELGADO Anicka,Ecuador,Swimming
DELIA Marcos,Argentina,Basketball
DELILAJ Manuela,Albania,Shooting
DELL'AQUILA Vito,Italy,Taekwondo
DELLAVEDOVA Matthew,Australia,Basketball
DELLIEN Hugo,Bolivia,Tennis
DELMOTTE Nicolas,France,Equestrian
DELRUE Delphine,France,Badminton
DEMAY Coralie,France,Cycling Track
DEMEY Valerie,Belgium,Cycling Road
DEMIDIK Karyna,Belarus,Athletics
DEMIR Evin,Turkey,Athletics
DEMIREVA Mirela,Bulgaria,Athletics
DEMIRHAN Evin,Turkey,Wrestling
DEMSE Solomon,Ethiopia,Taekwondo
DENAYER Felix Veronique B.,Belgium,Hockey
DENDY Marquis,United States of America,Athletics
DENG Thomas,Australia,Football
DENG Weiyun,People's Republic of China,Shooting
DENG Yu-Cheng,Chinese Taipei,Archery
DENG Zewen,People's Republic of China,Water Polo
DENG Zhiwei,People's Republic of China,Wrestling
DENI .,Indonesia,Weightlifting
DENIZ Cansel,Kazakhstan,Taekwondo
DENNERLEY Joel,Australia,Water Polo
DENNIS Rohan,Australia,Cycling Road
DENNY Matthew,Australia,Athletics
DEPAUL Evan,Canada,Sailing
DERAFSHIPOUR Hamoon,Refugee Olympic Team,Karate
DEREJE Roza,Ethiopia,Athletics
DEREK Ana,Croatia,Artistic Gymnastics
DERELI Emel,Turkey,Athletics
DERENALAGI Mele,Fiji,Rugby Sevens
DERKACH Dariya,Italy,Athletics
DERKOSKI Filip,North Macedonia,Swimming
DERS Lester,Cuba,Modern Pentathlon
DERSHWITZ Eli,United States of America,Fencing
DERVISIS Georgios,Greece,Water Polo
DERWAEL Nina,Belgium,Artistic Gymnastics
DESALU Eseosa Fostine,Italy,Athletics
DESCAT Hugo,France,Handball
DESENSKY Michal,Czech Republic,Athletics
DESISA Lelisa,Ethiopia,Athletics
DESLAURIERS Mario,Canada,Equestrian
DESPLANCHES Jeremy,Switzerland,Swimming
DESPOTOVIC Jelena,Montenegro,Handball
DESTA Netsanet,Ethiopia,Athletics
DESTRIBATS Agustin Alejandro,Argentina,Wrestling
DESWAL Yashaswini Singh,India,Shooting
DETRY Thomas,Belgium,Golf
DETTI Gabriele,Italy,Swimming
DEURLOO Bart,Netherlands,Artistic Gymnastics
DEVAUX LOVELL Stephanie,Saint Lucia,Sailing
DEVI Sharmila,India,Hockey
DEVLIN Cameron,Australia,Football
DEVOS Pieter,Belgium,Equestrian
DHERS Daniel,Venezuela,Cycling BMX Freestyle
DHESI Amarveer,Canada,Wrestling
di CAMILLO Costanza,Italy,Artistic Swimming
di COLA Stefano,Italy,Swimming
di COSTANZO Marco,Italy,Rowing
Di FULVIO Francesco,Italy,Water Polo
di LAZZARO Elisa Maria,Italy,Athletics
di LIDDO Elena,Italy,Swimming
di MAURO Gennaro Alberto,Italy,Rowing
DIAGO MESA Sahily,Cuba,Athletics
DIALLO Amad,Côte d'Ivoire,Football
DIALLO Ismael,Côte d'Ivoire,Football
DIALLO Lucas,Burkina Faso,Judo
DIALLO Rouguy,France,Athletics
DIALLO Thierno,Spain,Artistic Gymnastics
DIAMOND Emily,Great Britain,Athletics
DIATTA Adama,Senegal,Wrestling
DIAW Ibrahima,Senegal,Table Tennis
DIAZ Adriana,Puerto Rico,Table Tennis
DIAZ Andy,Cuba,Athletics
DIAZ FERNANDEZ Antonio Jose,Venezuela,Karate
DIAZ Hidilyn,Philippines,Weightlifting
DIAZ Jose,Dominican Republic,Baseball/Softball
DIAZ Melanie,Puerto Rico,Table Tennis
DIAZ RIVAS Virginia,Spain,Rowing
DIAZ Valentina,Chile,Football
DIBABA Birhane,Ethiopia,Athletics
DIBOWSKI Andreas,Germany,Equestrian
DICKINS Stephanie,New Zealand,Hockey
DICKO Romane,France,Judo
DICKSON Brandon,United States of America,Baseball/Softball
DICKSON Robert,Ireland,Sailing
DICKSON Sam,New Zealand,Rugby Sevens
DIDAL Margielyn,Philippines,Skateboarding
DIEGO CARLOS,Brazil,Football
DIEHM Natalya,Australia,Cycling BMX Freestyle
DIEKMANN Maike,Namibia,Rowing
DIENER Christian,Germany,Swimming
DIETHELM GERBER Heidi,Switzerland,Shooting
DIETSCHE Riccarda,Switzerland,Athletics
DIETZE Tina,Germany,Canoe Sprint
DIGGINS Skylar,United States of America,Basketball
DIKEC Yusuf,Turkey,Shooting
DIKGALE Ranti Marvin,South Africa,Athletics
DIMEC Ziga,Slovenia,Basketball
DINCOFF Rachel,United States of America,Athletics
DING Xia,People's Republic of China,Volleyball
DING Xuan,People's Republic of China,Football
DINGILIUS WALLACE Shawn,Palau,Swimming
DINGLEY Oliver,Ireland,Diving
DINH Phuong Thanh,Vietnam,Artistic Gymnastics
DINH Thi Hao,Vietnam,Rowing
DINIZ Luciana,Portugal,Equestrian
DIONGUE Ndeye Binta,Senegal,Fencing
DIOSDADO GARCIA Nuria,Mexico,Artistic Swimming
DIRKS Samantha,Belize,Athletics
DISERA Peter,Canada,Cycling Mountain Bike
DITTMANN Joanna,Poland,Rowing
DIVARI Aikaterini,Greece,Sailing
DIVER Sinead,Australia,Athletics
DIXON Adam Graham,Great Britain,Hockey
DIYAS Zarina,Kazakhstan,Tennis
DIZOTTI Beatriz Pimentel,Brazil,Swimming
DJAKOVIC Antonio,Switzerland,Swimming
DJEKANOVIC Tatjana,Bosnia and Herzegovina,Shooting
DJOKOVIC Novak,Serbia,Tennis
DJOUHAN Lolassonn,France,Athletics
DJURAEV Akbar,Uzbekistan,Weightlifting
DLAMINI Nicholas,South Africa,Cycling Road
DLAMINI Simanga,Eswatini,Swimming
DLAMINI Thabiso,Eswatini,Boxing
DLUNGWANA Tyson,South Africa,Hockey
DMITRIEVA Daria,ROC,Handball
DO NASCIMENTO Daniel,Brazil,Athletics
DO NASCIMENTO Rodrigo,Brazil,Athletics
DO NASCIMENTO Alexandra,Brazil,Handball
DO THI ANH Nguyet,Vietnam,Archery
DOAN Ritsu,Japan,Football
DOAR Katie,New Zealand,Hockey
DOBBER Jochem,Netherlands,Athletics
DOBBIN Beth,Great Britain,Athletics
DOBEK Patryk,Poland,Athletics
DOBRE Alexandru,Romania,Football
DOBSON Charlotte,Great Britain,Sailing
DOCKIER Sebastien,Belgium,Hockey
DODEAN Daniela,Romania,Table Tennis
DODIG Ivan,Croatia,Tennis
DOGUE Patrick,Germany,Modern Pentathlon
DOHMANN Carl,Germany,Athletics
DOHMEN John-John Dominique M,Belgium,Hockey
DOI Manami,Japan,Sailing
DOI Remi Anri,Japan,Handball
DOIG CALDERON Maria Luisa,Peru,Fencing
DOLCE Vincenzo,Italy,Water Polo
DOLGOPYAT Artem,Israel,Artistic Gymnastics
DOLGOVA Anastasiia,ROC,Canoe Sprint
DOLGOVA Irina,ROC,Judo
DOLS Keanan,Jamaica,Swimming
DOLSON Stefanie,United States of America,3x3 Basketball
DOMBAXI Wuta,Angola,Handball
DOMINGUEZ MARTINEZ Camil Inmaculada,Dominican Republic,Volleyball
DOMINGUEZ RAMOS Josue,Dominican Republic,Swimming
DOMINGUEZ Silvia,Spain,Basketball
DOMOVIC BULUT Dusan,Serbia,3x3 Basketball
DONCIC Luka,Slovenia,Basketball
DONG Chao,People's Republic of China,Fencing
DONG Dong,People's Republic of China,Trampoline Gymnastics
DONG Guojian,People's Republic of China,Athletics
DONGMO Auriol,Portugal,Athletics
DONOGHUE Brooke,New Zealand,Rowing
DOO Hoi Kem,"Hong Kong, China",Table Tennis
DOOM Alexander,Belgium,Athletics
DOONAN Gia,United States of America,Rowing
DOPAZO Martin,Argentina,Equestrian
DORIA VILARRUBLA Monica,Andorra,Canoe Slalom
DORJSUREN Sumiya,Mongolia,Judo
DORNBACH Maximilian,Germany,Cycling Track
dos SANTOS Alison,Brazil,Athletics
dos SANTOS Almir,Brazil,Athletics
dos SANTOS Ane Marcelle,Brazil,Archery
dos SANTOS Felipe,Brazil,Athletics
dos SANTOS Ricardo,Portugal,Athletics
dos SANTOS SILVA Leila,Brazil,Rugby Sevens
DOSHO Sara,Japan,Wrestling
DOSSO Zaynab,Italy,Athletics
DOSSOU YOVO Celtus,Benin,Judo
DOSTAL Josef,Czech Republic,Canoe Sprint
DOUEIHY Gabriella,Lebanon,Swimming
DOUGLAS Justin,Canada,Rugby Sevens
DOUGLAS LUIZ,Brazil,Football
DOUGLAS Sarah,Canada,Sailing
DOUGLASS Kate,United States of America,Swimming
DOUGOUD Martin,Switzerland,Canoe Slalom
DOUKOURE Ismael,France,Football
DOUMBIA Aboubacar,Côte d'Ivoire,Football
DOUMBIA Idrissa,Côte d'Ivoire,Football
DOUVALIDIS Konstantinos,Greece,Athletics
DOWELL Justin,United States of America,Cycling BMX Freestyle
DOWN-JENKINS Anton,New Zealand,Diving
DOWNEY Mark,Ireland,Cycling Track
DOWNS Tyler,United States of America,Diving
DOYLE Lauren,United States of America,Rugby Sevens
DOYLE Philip,Ireland,Rowing
DRABIK Sandra,Poland,Boxing
DRAGIC Zoran,Slovenia,Basketball
DRAGULESCU Marian,Romania,Artistic Gymnastics
DRAHOTOVA Anezka,Czech Republic,Athletics
DRAPER Jacob Benjamin,Great Britain,Hockey
DREWS Andrea,United States of America,Volleyball
DRINKHALL Paul,Great Britain,Table Tennis
DRISBIOTI Antigoni,Greece,Athletics
DRONOVA Tamara,ROC,Cycling Road
DROUIN Caroline,France,Rugby Sevens
DROZDOVSKAYA Tatiana,Belarus,Sailing
